"athlete_id","local_date","gmt_offset","wellness_resting_heart_rate","act_type","act_daily_suffer_score","act_pmc_atl","act_pmc_ctl","act_pmc_tsb","act_max_heartrate","act_duration","act_power","act_distance","act_altitude","act_heart_rate","act_velocity","act_correction_factor","act_gap","nutr_daily_calories","nutr_daily_carbohydrates","nutr_daily_protein","nutr_daily_fat","nutr_daily_fiber","nutr_daily_sugar","body_mass_index","oura_sleep_rmssd_7d_ema","oura_sleep_rmssd_42d_ema","oura_sleep_rmssd","oura_sleep_baseline"
1,"2022-10-04",11,48,"Run",80,60.92,41.93,-18.99,162,3445,363,11823.5,7.2212249575245355,143.0553203499859,3.3370445968839255,1.002372176706384,3.343372542443772,2272,136,127,137,20,56,22.9,47.47,50.23,42,52.297490466119086
1,"2022-10-03",11,49,"Ride",107,57.74,41.01,-16.73,153,6507,NULL,42926,10.043356631109841,134.8595041322314,6.343794025015382,1.0033405963318998,6.3594897748317685,3001,293,125,145,18,98,22.9,48.39,50.43,45,52.29574010251238
1,"2022-10-02",11,43,"Run",85,49.54,39.4,-10.14,151,5132,350,17421.7,7.484391861919994,137.63298691301,3.3103106236120245,1.0015441824535425,3.3156811337434635,3537,365,146,119,38,105,22.7,48.95,50.57,74,52.29398973890569
1,"2022-10-01",10,43,"Run",107,43.63,38.28,-5.35,151,5123,351,17271.3,7.528953420833561,140.65603514132926,3.298283040619356,1.0019981153758815,3.304675607913118,2624,262,108,130,26,130,23.1,44.78,49.99,56,52.29223937529898
1,"2022-09-30",10,47,"Walk",1,33.07,36.61,3.54,88,1049,NULL,1473.4,10.033606578092106,72.52049180327869,1.3372459008022533,1.0054859506608687,1.345542778126323,3303,267,115,197,17,71,23,42.91,49.85,16,52.29048901169229
1,"2022-09-29",10,48,"Walk",2,38.41,37.48,-0.93,111,960,NULL,1644.4,1606.2136934525738,90.5103734439834,1.670871372786795,1.1220128089621144,1.8625066643365595,3177,384,99,81,23,94,23.2,47.39,50.67,27,52.288738648085584
1,"2022-09-28",10,46,"Run",18,44.48,38.34,-6.14,141,3549,351,11809.8,7.296484920017085,128.51508441738167,3.2661370045244857,1.001907061737357,3.272217615513231,3209,266,138,122,43,75,23.2,50.79,51.25,52,52.28698828447889
1,"2022-09-27",10,45,"Run",38,48.89,38.84,-10.05,148,3554,343,11740.1,7.2450574110015635,133.52450294035285,3.2514250901911343,1.0012806782727532,3.2562368876371592,2953,312,126,98,16,62,23.2,50.58,51.23,55,52.285237920872184
1,"2022-09-26",10,44,"Run",59,50.7,38.86,-11.84,149,3565,341,11810.4,7.204285332592063,137.273393002441,3.2003935449348107,1.0010983433670617,3.205596758594423,2819,303,131,120,51,48,22.9,49.85,51.14,67,52.28348755726549
1,"2022-09-25",10,46,"Run",68,49.32,38.37,-10.95,166,3286,333,9726.4,1601.486601790107,142.7335092348285,2.851458223524051,1.1338950274047057,3.1319423300321265,2505,157,112,129,14,108,22.9,46.99,50.75,55,52.28173719365879
1,"2022-09-24",10,47,"Run",75,46.21,37.65,-8.56,164,4265,334,12421.9,1601.8230015459774,140.94733162433,2.847044277181352,1.1308914442931421,3.125376173970983,3036,386,109,119,28,138,22.9,45.66,50.65,46,52.27998683005209
1,"2022-09-23",10,49,NULL,0,41.42,36.73,-4.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2521,240,107,129,11,74,22.9,45.6,50.76,NULL,NULL
1,"2022-09-22",10,48,"Run",79,48.31,37.63,-10.68,167,3518,348,10552,1573.707262735087,145.17402449444603,2.998963542242262,1.1457995510703103,3.3412312151707866,2862,241,119,124,32,66,22.9,53.19,52.0,32,52.27648610283869
1,"2022-09-21",10,44,"Run",17,43.2,36.62,-6.58,141,3786,335,11836,7.3677930322091205,125.31573389651531,3.1242888063057634,1.000957998956611,3.129609552648496,2660,221,84,118,10,74,22.9,56.73,52.49,73,52.27473573923199
1,"2022-09-20",10,45,"Run",41,47.57,37.1,-10.47,147,3423,350,11327.9,7.127617688661975,135.29272467902996,3.2314071337048085,1.0026944448151405,3.2387657977413054,3550,295,138,198,40,111,22.9,54.01,51.99,64,52.27298537562529
1,"2022-09-20",10,45,"Walk",4,47.57,37.1,-10.47,125,1954,NULL,2610.1,9.838114780480744,90.19877049180327,1.309596311339162,1.0048287212521678,1.3136211919558725,3550,295,138,198,40,111,22.9,54.01,51.99,64,52.27298537562529
1,"2022-09-19",10,47,"Run",108,56.1,37.81,-18.29,167,3402,NULL,11709.6,7.9452012429173395,151.2827657378741,3.2964200181088827,1.0021444344724248,3.298797689028812,2600,198,113,147,25,58,22.7,50.41,51.4,49,52.27123501201859
1,"2022-09-19",10,47,"Walk",2,56.1,37.81,-18.29,93,1682,NULL,2423.8,9.892750054597855,78.4375,1.3704800022719428,1.00396427002413,1.3756470128076692,2600,198,113,147,25,58,22.7,50.41,51.4,49,52.27123501201859
1,"2022-09-18",10,46,"Run",106,55.03,36.93,-18.1,176,3436,NULL,9757.2,1601.519422341178,149.63539094650207,2.7598304529647524,1.1204816348594042,3.028379877421435,3062,296,120,154,27,61,22.8,50.92,51.51,45,52.26948464841189
1,"2022-09-18",10,46,"Walk",2,55.03,36.93,-18.1,101,1586,NULL,2276.6,9.919430082943773,80.09326424870466,1.3730673574181418,1.0027476449804749,1.3798669913168982,3062,296,120,154,27,61,22.8,50.92,51.51,45,52.26948464841189
1,"2022-09-17",10,48,"Run",88,53.96,36.06,-17.9,169,3456,NULL,9728,1601.043920108131,146.748031496063,2.8116902854303363,1.1248742004993777,3.059785517020925,3061,350,105,141,26,121,22.8,53.05,51.84,21,52.267734284805194
1,"2022-09-16",10,48,"Run",102,48.29,34.79,-13.5,182,3295,NULL,9690.7,1601.2057112172533,150.1115992970123,2.837340945469605,1.1234635481766255,3.1029309772954874,3380,336,117,112,22,116,22.8,58.4,52.59,48,52.26598392119849
1,"2022-09-15",10,48,NULL,0,39.34,33.15,-6.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2663,247,87,115,11,74,22.8,60.13,52.7,38,52.264233557591794
1,"2022-09-14",10,46,"Run",72,45.89,33.96,-11.93,159,3399,NULL,11678.1,7.90080079087266,140.73073073073073,3.208953959014345,1.0017835365604375,3.2144082683587425,3726,317,114,190,18,129,22.8,63.81,53.06,58,52.2624831939851
1,"2022-09-13",10,42,"Walk",3,41.54,33.03,-8.51,98,1802,NULL,2635.8,9.020325238142556,83.24932249322494,1.2850352298849461,1.029139032859804,1.3235859282721474,2993,311,124,140,46,103,22.8,64.78,52.94,73,52.260732830378394
1,"2022-09-13",10,42,"Run",88,41.54,33.03,-8.51,167,3463,NULL,11726.8,7.8544433080382925,145.34116445352402,3.2702308481271865,1.0017369367050553,3.274895568532688,2993,311,124,140,46,103,22.8,64.78,52.94,73,52.260732830378394
1,"2022-09-12",10,42,"Run",100,41.29,32.44,-8.85,169,3508,NULL,11727.8,7.874875876493937,147.8222442899702,3.2066703098673512,1.00104297119267,3.211599474098773,3168,263,120,191,49,105,22.6,61.81,51.95,71,52.2589824667717
1,"2022-09-12",10,42,"Walk",2,41.29,32.44,-8.85,97,1481,NULL,2128.2,8.601966294010033,78.79494382022472,1.310705056134088,1.0022691179863743,1.3135551170458504,3168,263,120,191,49,105,22.6,61.81,51.95,71,52.2589824667717
1,"2022-09-11",10,42,"Walk",1,36.43,31.5,-4.93,87,1081,NULL,1482,10.13108106239422,69.71621621621621,1.2776216218512304,1.0075764762944692,1.2868118970939697,3169,233,126,203,50,98,22.3,58.5,51.01,61,52.257232103164995
1,"2022-09-11",10,42,"Run",77,36.43,31.5,-4.93,165,3558,NULL,12130.1,7.817075566524847,142.48184494602552,3.2842639890536884,1.0014744857821136,3.2880905150431614,3169,233,126,203,50,98,22.3,58.5,51.01,61,52.257232103164995
1,"2022-09-10",10,43,"Run",72,34.45,31.1,-3.35,156,3419,NULL,11491,7.279790579710955,141.10785340314135,3.251350785179444,1.002413397968262,3.257892161893812,2976,304,109,156,41,85,22.6,57.6,50.51,70,52.2554817395583
1,"2022-09-10",10,43,"Walk",3,34.45,31.1,-3.35,119,1761,NULL,2546.9,8.481632647465686,86.03316326530613,1.3799872430485711,0.9984133137957176,1.3799405200663546,2976,304,109,156,41,85,22.6,57.6,50.51,70,52.2554817395583
1,"2022-09-09",10,43,"Walk",1,32.39,30.77,-1.62,130,1110,NULL,1493.6,9.955938724722442,71.66283524904215,1.2854712618322208,1.0083486627560945,1.2935956859159452,2505,273,80,124,21,84,22.7,53.12,49.55,46,52.253731375951595
1,"2022-09-09",10,43,"Run",84,32.39,30.77,-1.62,169,3248,NULL,9764.6,1600.8444828528382,145.29302736098853,2.892970874798727,1.1263398161953335,3.179915607017878,2505,273,80,124,21,84,22.7,53.12,49.55,46,52.253731375951595
1,"2022-09-08",10,47,NULL,0,27.59,30.16,2.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2688,347,83,93,28,140,22.6,55.69,49.73,37,52.2519810123449
1,"2022-09-07",10,42,"Run",17,32.18,30.9,-1.28,148,1533,NULL,5004.4,7.398267343492791,129.86633663366337,3.046210399543,1.0042098118319402,3.0569069090474974,3177,308,115,156,31,115,22.6,58.8,50.04,71,52.250230648738196
1,"2022-09-06",10,39,"Run",53,34.71,31.24,-3.47,182,3571,NULL,11818.7,7.468354443960552,133.207805907173,3.0833755290373484,1.0009530369645365,3.086524664822186,2588,233,110,138,25,53,22.6,56.77,49.53,77,52.2484802851315
1,"2022-09-05",10,40,"Run",53,31.66,30.71,-0.95,165,3350,NULL,9671.2,1601.245184778284,137.36111111111111,2.8091083302817963,1.1312710261566072,3.0828216796436827,2854,290,110,144,19,82,22.5,53.4,48.86,59,52.246729921524796
1,"2022-09-05",10,40,"Walk",3,31.66,30.71,-0.95,101,1750,NULL,2376.4,8.64155253318891,80.1392694063927,1.2595342459777992,1.001893020494956,1.2627230683293564,2854,290,110,144,19,82,22.5,53.4,48.86,59,52.246729921524796
1,"2022-09-04",10,47,"Run",43,33.68,30.86,-2.82,163,3315,NULL,9660.4,1600.8348511942163,131.25111706881142,2.7721706873598286,1.1476476801735713,3.0494250658533044,2925,265,134,156,24,121,22.8,51.38,48.36,45,52.2449795579181
1,"2022-09-03",10,45,"Run",55,32.13,30.56,-1.57,162,3681,NULL,10802.8,1600.9110753792568,135.45432497978982,2.822330641503037,1.1314775058589082,3.1189639923233456,3264,256,101,192,26,68,22.8,52.44,48.44,60,52.2432291943114
1,"2022-09-02",10,45,NULL,0,28.31,29.97,1.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2213,216,81,116,17,84,22.8,51.18,48.16,13,52.2414788307047
1,"2022-09-01",10,46,NULL,0,33.03,30.7,-2.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2781,284,80,80,37,86,22.8,57.55,49.01,32,52.239728467098004
1,"2022-08-31",10,43,"Run",37,38.53,31.44,-7.09,179,3487,NULL,11755.3,8.069612701931208,129.03773584905662,3.1112879807986835,1.000342545162837,3.1152614082290286,4071,444,144,186,37,122,22.8,61.8,49.43,56,52.2379781034913
1,"2022-08-30",10,45,"Walk",3,38.79,31.31,-7.48,175,1429,NULL,2074.8,8.696418767461434,91.23140495867769,1.3448870514234728,1.0035875014050128,1.3474839320330454,3071,251,99,185,34,92,22.8,62.77,49.27,57,52.236227739884605
1,"2022-08-30",10,45,"Run",70,38.79,31.31,-7.48,152,3585,NULL,12158.1,7.8904123778195725,137.93814432989691,3.224787631097067,1.0033882102841483,3.229838559844396,3071,251,99,185,34,92,22.8,62.77,49.27,57,52.236227739884605
1,"2022-08-29",10,44,"Run",75,40.55,31.07,-9.48,157,3357,NULL,11257.6,7.6855603651753785,140.9073275862069,3.1092165963039813,1.0025372597302868,3.116886729873174,3643,399,119,170,43,109,22.4,64.85,48.89,61,52.2344773762779
1,"2022-08-29",10,44,"Walk",3,40.55,31.07,-9.48,113,1825,NULL,2625,7.541474706016928,79.55069124423963,1.3765806451832558,1.006776843796359,1.3831365557337552,3643,399,119,170,43,109,22.4,64.85,48.89,61,52.2344773762779
1,"2022-08-28",10,40,"Walk",4,40.11,30.66,-9.45,129,1988,NULL,2642.2,8.172171968140754,88.81221719457014,1.2106832590110062,1.0072651178195446,1.2168623132466705,2783,249,97,153,35,90,22.4,66.24,48.29,81,52.232727012671205
1,"2022-08-28",10,40,"Run",80,40.11,30.66,-9.45,159,3569,NULL,12457,7.788410265506842,140.2020512820513,3.3669548694158977,1.0026173394645639,3.373425548601047,2783,249,97,153,35,90,22.4,66.24,48.29,81,52.232727012671205
1,"2022-08-27",10,40,"Run",78,38.37,30.08,-8.29,155,3403,NULL,11636.8,7.895676917183521,141.36177474402731,3.296015924434003,1.0020296734792415,3.3001992127514006,2598,222,153,120,10,76,22.5,60.91,46.67,66,52.2309766490645
1,"2022-08-26",10,42,"Walk",13,31.77,28.91,-2.86,158,3756,NULL,6203.9,7.052311451765743,106.4014598540146,1.6103503650310393,1.0172482408047858,1.6367281838828676,2650,206,98,157,27,87,22.6,60.06,46.2,70,52.229226285457806
1,"2022-08-26",10,42,"Walk",5,31.77,28.91,-2.86,145,1825,NULL,2627.3,6.281598074961517,106.40677966101696,1.362278449058208,1.02410369003407,1.3914421740624319,2650,206,98,157,27,87,22.6,60.06,46.2,70,52.229226285457806
1,"2022-08-25",10,42,"Run",84,39.87,29.89,-9.98,181,3448,NULL,11767.6,7.90443299136211,144.71546391752577,3.29474948385788,1.004298043421557,3.3064540425247855,2686,208,120,150,26,86,22.5,56.48,45.03,73,52.2274759218511
1,"2022-08-25",10,42,"Walk",3,39.87,29.89,-9.98,109,2110,NULL,2867.2,8.02558141430135,82.53276955602537,1.2519915426035764,0.9996761945285421,1.252783338619479,2686,208,120,150,26,86,22.5,56.48,45.03,73,52.2274759218511
1,"2022-08-24",10,42,"Run",73,39.68,29.24,-10.44,153,3389,NULL,11717.8,10.147217438364432,143.07946069994262,3.3607504303287663,1.0217767959379527,3.4196702197678333,2626,186,123,150,24,48,22.6,50.51,43.65,79,52.225725558244406
1,"2022-08-24",10,42,"Walk",1,39.68,29.24,-10.44,108,1042,NULL,1672.1,8.258688596819267,81.19344262295083,1.444531148531642,1.0075675311420476,1.4473917266471688,2626,186,123,150,24,48,22.6,50.51,43.65,79,52.225725558244406
1,"2022-08-23",10,43,"Walk",2,39.65,28.84,-10.81,95,1371,NULL,1927.4,22.318162790668783,84.85594989561586,1.3373075844763753,1.0791265821821139,1.4421026603642806,3114,264,142,165,18,45,22.6,40.23,41.9,43,52.2239751946377
1,"2022-08-23",10,43,"Run",66,39.65,28.84,-10.81,166,3223,NULL,9404.4,1601.7624349938817,143.62341674389867,2.9038010506424907,1.221137242113035,3.4373060525013286,3114,264,142,165,18,45,22.6,40.23,41.9,43,52.2239751946377
1,"2022-08-22",10,49,"Walk",6,40.81,28.56,-12.25,140,2305,NULL,3678.4,1598.4810833525064,100.71969045571797,1.583106190619649,1.2580612387507013,1.923632458097849,2378,181,143,119,14,60,22.6,39.23,41.85,20,52.222224831031006
1,"2022-08-22",10,49,"Run",91,40.81,28.56,-12.25,174,3212,NULL,9612.7,1577.2163551292608,149.23165422885572,2.9874639298085737,1.2590241947802583,3.5680257423706907,2378,181,143,119,14,60,22.6,39.23,41.85,20,52.222224831031006
1,"2022-08-21",10,47,NULL,0,39.21,27.6,-11.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2655,196,81,88,30,78,22.6,46.18,42.93,44,52.2204744674243
1,"2022-08-20",10,46,"Run",58,45.74,28.28,-17.46,160,3277,NULL,9029.4,1586.0507811400928,138.91056422569028,2.708662964978299,1.1980053946737772,3.1369728605413765,1829,171,78,96,21,76,22.6,46.54,42.9,23,52.21872410381761
1,"2022-08-19",10,49,"Run",60,43.7,27.55,-16.15,163,3331,NULL,9680.1,1584.326950970818,141.031212484994,2.904047717618122,1.1423215737929122,3.230984533877989,3733,293,123,170,25,128,22.6,50.46,43.39,48,52.21697374021091
1,"2022-08-18",10,48,"Run",62,40.99,26.76,-14.23,164,3320,NULL,9632.4,1590.5154130121514,141.13335340156533,2.8988741706316077,1.2141328350211253,3.4361274006695397,3311,429,139,116,32,110,22.6,50.87,43.27,42,52.21522337660421
1,"2022-08-17",10,44,"Run",61,37.48,25.9,-11.58,182,3441,NULL,12023.9,3.699078986477892,136.40385152107172,3.354682667645647,1.0179910514629265,3.400356069105662,2829,268,114,148,27,133,22.6,52.35,43.3,57,52.21347301299751
1,"2022-08-16",10,44,"Run",65,33.57,25.05,-8.52,164,3300,NULL,11370.6,-0.7833773934981196,140.19324522760647,3.339063141257919,1.026293415877125,3.386900077519391,3379,356,165,133,41,145,22.6,51.57,42.97,70,52.21172264939081
1,"2022-08-16",10,44,"Walk",4,33.57,25.05,-8.52,170,2042,NULL,3308.4,12.252828426370002,87.27208976157083,1.5469883118137628,1.0266254670946564,1.5930412407484034,3379,356,165,133,41,145,22.6,51.57,42.97,70,52.21172264939081
1,"2022-08-15",10,43,"Run",52,32.38,24.56,-7.82,156,3374,NULL,11478.4,4.874723992700635,133.98227774549682,3.333113885654828,1.0333883947089657,3.428205812125498,2687,222,108,146,29,87,22.7,44.92,41.64,54,52.20997228578411
1,"2022-08-15",10,43,"Walk",3,32.38,24.56,-7.82,106,1766,NULL,2680.7,16.199547011611955,85.78142695356739,1.510497735248982,1.091476407174186,1.6406965405338891,2687,222,108,146,29,87,22.7,44.92,41.64,54,52.20997228578411
1,"2022-08-14",10,44,"Run",91,33.47,24.4,-9.07,159,3356,NULL,11505.5,4.490316899733819,148.43104460093898,3.3763761742708946,1.0273446880678558,3.457375538337557,3208,353,125,129,31,122,22.7,41.65,41.03,48,52.20822192217741
1,"2022-08-14",10,44,"Walk",4,33.47,24.4,-9.07,124,1688,NULL,2243.7,34.532478184746495,98.38635197537198,1.1514602361947943,1.2044316428284687,1.344057221593367,3208,353,125,129,31,122,22.7,41.65,41.03,48,52.20822192217741
1,"2022-08-13",10,47,"Walk",4,27.19,23.24,-3.95,164,1869,NULL,2561.7,-32.83925137239344,87.07058823529412,1.3696320857802895,1.129480405073942,1.5252517764558366,3268,352,107,146,20,114,22.7,39.36,40.68,54,52.20647155857071
1,"2022-08-13",10,47,"Run",72,27.19,23.24,-3.95,165,2919,NULL,10153.7,-46.52264214379876,136.94892747701738,3.454329247347653,1.005679367427388,3.4694689092571633,3268,352,107,146,20,114,22.7,39.36,40.68,54,52.20647155857071
1,"2022-08-13",10,47,"Walk",5,27.19,23.24,-3.95,121,2085,NULL,3459.8,1629.607109219284,97.00546697038725,1.5761476065658016,1.1794498220566136,1.7912076707596525,3268,352,107,146,20,114,22.7,39.36,40.68,54,52.20647155857071
1,"2022-08-12",10,46,"Walk",1,25.21,22.91,-2.3,109,625,NULL,1006.3,1616.8977626032722,91.96325878594249,1.591578272394479,1.2392217790369537,1.9822855718329093,1597,181,66,72,11,90,22.7,30.75,39.68,NULL,NULL
1,"2022-08-11",10,48,NULL,0,29.25,23.45,-5.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2665,267,96,94,22,87,22.7,35.87,40.65,NULL,NULL
1,"2022-08-10",10,46,"Run",51,34.12,24.02,-10.1,152,3298,NULL,11444.5,13.93899498551935,134.0446664707611,3.359291800841798,1.0245831428440482,3.4103263865066116,2538,225,97,119,20,123,22.7,41.85,41.64,NULL,NULL
1,"2022-08-09",10,47,"Walk",4,31.31,23.36,-7.95,110,2249,NULL,3470.1,14.555022288852268,81.60088888888889,1.5426235551469856,1.016767103090788,1.5698927816166557,2922,250,110,169,21,95,22.7,48.82,42.66,52,52.19947010414391
1,"2022-08-09",10,47,"Run",38,31.31,23.36,-7.95,151,3188,NULL,11113.6,1.6413793191018176,124.5245651510528,3.3897137639093162,1.0241734676487446,3.4321137413574356,2922,250,110,169,21,95,22.7,48.82,42.66,52,52.19947010414391
1,"2022-08-08",10,48,"Walk",6,35.5,23.49,-12.01,171,2275,NULL,3607.3,13.763305970880698,92.67892687148421,1.5416836863051582,1.034370051356784,1.5621591299808177,2998,256,138,149,23,101,22.7,47.67,42.2,54,52.19771974053721
1,"2022-08-08",10,48,"Run",71,35.5,23.49,-12.01,156,3190,NULL,11124.9,-1.6206811907998109,142.14575023013194,3.4130417305210146,1.0136718103817788,3.446271084029004,2998,256,138,149,23,101,22.7,47.67,42.2,54,52.19771974053721
1,"2022-08-07",10,45,"Run",102,35.32,22.77,-12.55,168,3157,NULL,11029.9,-2.1699937579087814,152.5455396132252,3.437862443310515,1.0193453931196226,3.496384403524155,2745,250,107,140,32,89,22.7,45.39,41.61,54,52.19596937693051
1,"2022-08-07",10,45,"Walk",6,35.32,22.77,-12.55,123,2124,NULL,3308.8,11.413088496346482,104.70291902071563,1.5579726921952208,1.013968827574527,1.5803684223163226,2745,250,107,140,32,89,22.7,45.39,41.61,54,52.19596937693051
1,"2022-08-06",10,48,"Run",112,27.24,21.2,-6.04,172,3081,NULL,8835.9,1602.8697308572082,154.21172741679874,2.7959575277633624,1.1998692238319904,3.233522190694205,2954,312,88,151,32,114,22.7,42.28,41.0,32,52.19421901332382
1,"2022-08-06",10,48,"Walk",3,27.24,21.2,-6.04,91,2067,NULL,3070.7,15.479943750501238,75.03748828491096,1.439071697411638,1.053587922863925,1.4643746590959938,2954,312,88,151,32,114,22.7,42.28,41.0,32,52.19421901332382
1,"2022-08-05",10,47,NULL,0,14.81,19.37,4.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2526,264,65,114,21,77,22.7,45.99,41.45,48,52.192468649717114
1,"2022-08-04",10,44,"Run",42,17.28,19.85,2.57,163,1993,NULL,6938,8.159679063210039,140.49047141424273,3.4786745233904037,1.0264771900819267,3.5641485210941846,2057,234,86,89,19,114,22.7,45.65,41.29,61,52.19071828611042
1,"2022-08-04",10,44,"Walk",3,17.28,19.85,2.57,120,2049,NULL,3274.8,18.74216061066943,83.75956022944551,1.566130975420706,1.0344710133848636,1.6152185151466434,2057,234,86,89,19,114,22.7,45.65,41.29,61,52.19071828611042
1,"2022-08-04",10,44,"Walk",5,17.28,19.85,2.57,99,2810,NULL,4338,13.950451376764162,84.50417920427951,1.449891674874269,1.05106789596863,1.4983144878724466,2057,234,86,89,19,114,22.7,45.65,41.29,61,52.19071828611042
1,"2022-08-03",10,51,"Walk",5,16.49,20.06,3.57,110,2454,NULL,3761.4,14.824881156159657,87.20483359746434,1.4693355785201085,1.4229723522536448,2.097597805023347,2240,178,90,131,11,89,22.7,36.64,39.81,33,52.188967922503714
1,"2022-08-03",10,51,"Run",43,16.49,20.06,3.57,165,1816,NULL,6151.5,12.813318644044946,141.4656026417171,3.383321409902536,1.039862033559699,3.506212851158694,2240,178,90,131,11,89,22.7,36.64,39.81,33,52.188967922503714
1,"2022-08-03",10,51,"Walk",4,16.49,20.06,3.57,105,2115,NULL,3001.5,13.82832884298466,85.81501340482573,1.3405978543443773,1.042709359648041,1.391634209832038,2240,178,90,131,11,89,22.7,36.64,39.81,33,52.188967922503714
