"athlete_id","local_date","gmt_offset","wellness_resting_heart_rate","act_type","act_daily_suffer_score","act_pmc_atl","act_pmc_ctl","act_pmc_tsb","act_max_heartrate","act_duration","act_power","act_distance","act_altitude","act_heart_rate","act_velocity","act_correction_factor","act_gap","nutr_daily_calories","nutr_daily_carbohydrates","nutr_daily_protein","nutr_daily_fat","nutr_daily_fiber","nutr_daily_sugar","body_mass_index","oura_sleep_rmssd_7d_ema","oura_sleep_rmssd_42d_ema","oura_sleep_rmssd","oura_sleep_baseline"
1,"2021-09-30",10,40,NULL,0,100.15,94.28,-5.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3476,59,131,290,5,31,22.4,43.37,48.95,63,51.65160629524697
1,"2021-09-29",10,43,"Run",130,116.83,96.57,-20.26,167,3863,NULL,13929.4,6.930061977114221,153.96849173553719,3.5964875991864145,1.0326559648792053,3.7045196303378902,3254,62,134,266,21,34,22.2,40.09,48.61,48,51.64985593164027
1,"2021-09-28",10,50,"Ride",142,114.64,95.76,-18.88,159,7377,NULL,48790,14.993428010340878,139.92210953346856,6.597728190532281,1.004024119995283,6.610936186124658,2942,71,126,230,23,40,22.2,38.78,48.62,42,51.64810556803357
1,"2021-09-27",10,49,"Ride",163,110.08,94.63,-15.45,171,8119,161,65102.2,23.65885939331947,140.34438215939556,7.932793087708007,1.0107441243338486,7.966904976893451,2956,72,122,232,29,37,22.2,38.24,48.79,35,51.646355204426875
1,"2021-09-26",10,47,"Ride",145,101.26,92.97,-8.29,165,8815,157,72087.1,13.900575960268078,136.85759457933372,8.140880870724855,1.00693872669278,8.165627818816802,2896,50,130,225,25,22,22.1,38.78,49.12,40,51.64460484082017
1,"2021-09-25",10,49,"Run",142,93.97,91.7,-2.27,162,4721,NULL,16363.8,6.008936897008564,150.70880982634478,3.46393477822678,1.0162788838443821,3.514950834153456,2990,69,126,237,23,38,22.1,38.58,49.34,41,51.642854477213476
1,"2021-09-24",10,46,"Run",9,85.97,90.47,4.5,139,2233,NULL,5978.9,42.32822579722251,120.62589605734767,2.676030467220959,1.038889375554647,2.7711820999722563,2513,26,92,218,9,10,22.2,38.17,49.55,42,51.64110411360677
1,"2021-09-23",10,48,"Ride",119,98.8,92.46,-6.34,159,7701,NULL,48727.2,20.562373428027744,135.61724227473383,6.325694622985111,1.0068652503116775,6.344756683493849,3238,69,155,255,20,33,22.3,37.54,49.73,34,51.639353750000076
1,"2021-09-22",10,43,"Run",86,95.43,91.81,-3.62,157,3519,NULL,12266.5,5.0253545092381815,144.76460578559275,3.4775382830754507,1.0143227856530368,3.521297982925659,3614,75,132,301,24,33,22.4,38.13,50.12,39,51.63760338639337
1,"2021-09-21",10,45,"Run",91,97.0,91.95,-5.05,158,3495,NULL,11878.1,12.830157381185305,145.91931330472104,3.397482113742692,1.0685438396190625,3.597807127541537,2962,43,96,260,16,15,22.2,37.98,50.39,44,51.63585302278668
1,"2021-09-20",10,48,"VirtualRide",118,98.0,91.97,-6.03,152,7525,177,68035,25.89074957681298,134.96477937267412,9.042078696614144,1.021927794925696,9.152453938134796,2537,68,110,197,21,32,22.2,36.98,50.54,37,51.63410265917997
1,"2021-09-19",10,45,"VirtualRide",77,94.67,91.34,-3.33,157,3914,171,34506.6,150.8046486923978,139.04955300127713,8.814278422400717,1.0248121616455026,8.906572611515259,2805,34,97,228,15,14,22.2,36.97,50.87,NULL,NULL
1,"2021-09-18",10,49,"VirtualRide",193,97.62,91.69,-5.93,171,7788,183,70311.4,151.75234538824603,143.96388638992417,9.034134431651765,1.026946985203796,9.13536503595865,2779,67,112,223,15,34,22.2,43.13,52.11,41,51.630601931966574
1,"2021-09-17",10,45,"Run",14,81.73,89.22,7.49,157,1776,NULL,4780.6,10.685537445055479,140.03376477208778,2.689926851312297,1.0255527751155096,2.7543416055931527,2659,82,100,212,23,45,22.1,43.49,52.38,34,51.62885156835988
1,"2021-09-16",10,50,"Run",88,93.01,91.05,-1.96,154,3793,NULL,13088.1,30.180078810743215,142.97582128777924,3.4373718774369606,1.0168697617863571,3.4838614851940974,3029,64,121,249,26,21,22.2,45.07,52.83,36,51.627101204753174
1,"2021-09-15",10,46,"Run",95,93.84,91.13,-2.71,158,3575,NULL,12659.3,10.701144942979978,146.27729684445686,3.5323094072949615,1.0246073778434175,3.6148683903382723,3355,89,103,281,25,45,22.2,46.58,53.24,44,51.62535084114648
1,"2021-09-14",10,50,"Ride",88,93.65,91.03,-2.62,148,8350,NULL,52534.2,12.087401407003801,129.55199617499403,6.27373893354235,1.004458850867943,6.28672044846501,2995,62,119,242,18,27,22.1,47.01,53.47,39,51.62360047753978
1,"2021-09-13",10,48,"Ride",105,94.59,91.11,-3.48,154,8351,NULL,48748.6,5.962903030090028,130.4974791886505,5.715629036431401,1.005758644069531,5.721541005651931,3125,80,128,250,23,32,22.1,48.35,53.82,49,51.62185011393308
1,"2021-09-12",10,44,"Run",108,92.86,90.77,-2.09,162,3654,NULL,13103.4,20.481485518913235,149.46914254505734,3.575860180029903,1.0123778042461486,3.61697048987599,2532,46,97,213,11,25,21.9,48.24,53.94,52,51.62009975032638
1,"2021-09-11",10,45,"VirtualRide",107,90.33,90.35,0.02,152,7552,176,68461.7,25.87028025509125,133.1743786356425,9.051031210575507,1.0217890589986154,9.160155415135653,2661,68,119,208,29,33,22,47.61,53.98,53,51.61834938671968
1,"2021-09-10",10,47,"Ride",110,87.56,89.94,2.38,156,7419,NULL,48857.7,12.499730456678694,135.26024258760108,6.583773591819237,1.0035011915093452,6.594869964480285,3034,74,125,238,23,43,22.1,46.71,54.01,42,51.61659902311298
1,"2021-09-09",10,43,NULL,0,83.82,89.45,5.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3291,74,109,281,14,44,22,47.5,54.3,45,51.61484865950628
1,"2021-09-08",10,45,"Run",119,97.78,91.63,-6.15,158,3905,NULL,13902.2,6.434853114617994,150.95795339412362,3.5216058620120556,1.0117976168879783,3.5581119512199737,3396,81,138,280,17,45,22.1,47.91,54.53,44,51.61309829589958
1,"2021-09-07",10,48,"Ride",66,94.25,90.97,-3.28,148,7720,NULL,48583.5,12.414816721256742,126.9704701463541,6.2860769318814045,1.003859480866238,6.295931206329081,3453,52,153,280,22,24,22,48.56,54.79,40,51.61134793229288
1,"2021-09-06",10,49,"Ride",145,98.95,91.58,-7.37,160,8451,NULL,52616.9,6.2263611564779,137.73686075351364,6.214562420936653,1.003475814474318,6.219965423857549,3160,36,129,261,8,19,21.9,49.99,55.15,49,51.60959756868618
1,"2021-09-05",10,42,"VirtualRide",106,91.28,90.27,-1.01,154,7530,169,69318.2,15.46735752210114,134.12103095522784,9.207851747356992,1.0107374669878169,9.279119369389958,3346,83,135,261,27,40,22,50.15,55.3,47,51.60784720507948
1,"2021-09-04",10,47,"Run",111,88.83,89.89,1.06,161,3828,NULL,13907.2,18.771131866198587,150.05269989615783,3.61053997295428,1.0245995077422037,3.6917775012315364,2525,62,106,204,15,34,21.8,50.68,55.5,61,51.606096841472784
1,"2021-09-03",10,45,"Ride",53,85.14,89.38,4.24,149,5756,NULL,37110.2,12.276872737694674,126.8630962631307,6.390408122667311,1.0108278633667267,6.40624360995001,3085,73,130,248,17,32,21.9,48.96,55.36,48,51.60434647786608
1,"2021-09-02",10,47,"Run",98,90.49,90.26,-0.23,163,3112,NULL,9953.9,22.69531455119553,152.14088575096278,3.1913671406303963,1.1119641105079965,3.5536518846333602,2639,59,121,210,21,32,21.5,49.12,55.54,50,51.602596114259384
1,"2021-09-01",10,49,"Ride",102,89.24,90.07,0.83,155,7361,NULL,48765.5,8.207443620192878,134.18065743004618,6.623988041465485,1.0091672160778933,6.633684982709644,3309,80,122,278,18,46,21.7,48.97,55.68,44,51.60084575065269
1,"2021-08-31",10,42,"Run",18,87.12,89.78,2.66,147,1859,NULL,5104.1,10.201820152474674,130.6365096359743,2.7314775269677987,1.070764851622137,2.9151688423386592,3086,77,79,273,23,54,21.6,49.8,55.96,38,51.599095387045985
1,"2021-08-30",10,50,"Ride",134,98.63,91.53,-7.1,154,8314,NULL,51368,14.978929878935892,135.79285799027167,6.094637560836819,1.0067337170929438,6.110794194205726,3027,81,98,253,27,52,21.7,51.77,56.4,48,51.59734502343929
1,"2021-08-29",10,45,"VirtualRide",37,92.74,90.5,-2.24,141,4628,185,42790.5,26.753294432181267,126.30200907323396,9.243465118774921,1.023340830862688,9.363303076621397,3420,84,131,284,24,48,21.7,52.4,56.61,57,51.595594659832585
1,"2021-08-28",10,48,"Ride",185,102.03,91.8,-10.23,165,8679,165,71913.3,23.564462065993727,141.2347678369196,8.14431484666308,1.0114417092739345,8.17734141455749,2971,55,141,245,22,25,21.5,51.63,56.6,49,51.59384429622589
1,"2021-08-27",10,46,"Ride",77,88.2,89.53,1.33,150,4927,166,41023.1,15.161984525180047,134.84977087069137,8.173560475104832,1.00589275658159,8.18413409754221,3361,97,145,265,33,54,21.6,52.07,56.78,66,51.592093932619186
1,"2021-08-26",10,41,"Run",94,90.07,89.84,-0.23,156,3865,NULL,13909.2,30.421866071720277,144.63814939260791,3.5940294599434486,1.0021254926839083,3.5980651588662926,2897,78,136,226,29,46,21.8,49.75,56.56,54,51.59034356901249
1,"2021-08-25",10,47,"VirtualRide",73,89.41,89.73,0.32,161,3930,210,39614.5,15.534942828594048,139.6856416772554,10.064396436987717,1.0102143809845856,10.125009661543752,3047,79,128,244,28,47,21.8,49.04,56.62,46,51.588593205405786
1,"2021-08-24",10,46,"Run",103,92.15,90.14,-2.01,152,4578,NULL,15722,23.73454067878996,142.79969452323806,3.4297621586997513,1.0228990763954007,3.5028773248002394,2908,59,110,242,26,40,22.2,49.54,56.88,46,51.58684284179909
1,"2021-08-23",10,44,"Ride",96,90.34,89.83,-0.51,154,8464,NULL,54029.9,36.308421534724694,130.4099035521054,6.3550458726412025,1.0030906163114932,6.365052109395516,2606,80,111,201,32,48,22.2,50.13,57.14,36,51.58509247819239
1,"2021-08-22",10,48,"Run",130,89.4,89.68,0.28,167,3836,NULL,13373.6,5.50560043429639,153.65876530346443,3.4808022929343374,1.0366906116882642,3.5986839898595724,3008,90,117,243,25,53,21.9,52.49,57.66,51,51.58334211458569
1,"2021-08-21",10,48,"Run",124,82.63,88.7,6.07,167,3749,NULL,12871.9,8.47336174932308,153.4413958444326,3.4266915287848287,1.0176666286122626,3.478596390542586,3028,67,117,261,19,42,21.5,52.74,57.82,41,51.581591750978994
1,"2021-08-20",10,43,"VirtualRide",52,75.74,87.83,12.09,154,4582,193,42128.6,163.16975125762792,129.92950676560454,9.193561763208749,1.031251776276659,9.309220538679192,2870,88,92,242,29,57,21.4,54.69,58.23,59,51.57984138737229
1,"2021-08-19",10,44,"Run",14,79.7,88.71,9.01,172,3142,NULL,8092.7,27.0150347689775,131.4756790903348,2.555938095325017,1.038586746761758,2.6349107045930937,3054,90,110,252,16,65,21.4,53.97,58.21,40,51.578091023765595
1,"2021-08-18",10,44,"VirtualRide",42,90.64,90.53,-0.11,143,5488,186,48790.8,163.55562877097324,124.14894005847954,8.915387433779301,1.0371607644264458,9.064790720506602,3056,87,125,247,27,51,21.5,56.3,58.66,44,51.57634066015889
1,"2021-08-17",10,43,"Run",94,98.74,91.71,-7.03,155,4033,NULL,14658.1,10.12274635772509,143.78365028402075,3.616522592034906,1.0147705430941747,3.664180805691298,3573,68,153,287,22,52,21.2,58.35,59.01,62,51.574590296552195
1,"2021-08-16",10,40,"VirtualRide",105,99.54,91.66,-7.88,165,7713,183,69726.7,25.349233146391814,131.58500129971407,9.061749414135326,1.0208262586470722,9.169425021798805,2944,118,93,230,28,75,21.3,57.74,58.94,53,51.57283993294549
1,"2021-08-15",10,46,"VirtualRide",104,98.62,91.33,-7.29,152,7533,191,53458.4,30.599468751619924,132.6299296242199,7.098486257764254,1.0342332197415236,7.175650983826275,2672,112,86,204,26,75,21.3,58.53,59.09,50,51.571089569338795
1,"2021-08-14",10,44,"Ride",178,97.73,91.02,-6.71,165,8407,161,71351.2,18.128737793004284,141.6424080111784,8.307440622490633,1.0068604789344566,8.335053780678944,3351,136,109,253,41,88,21.2,59.96,59.31,59,51.56933920573209
1,"2021-08-13",10,42,"Run",98,84.36,88.9,4.54,156,3925,NULL,13948.2,19.94345073335105,145.4750443374715,3.5326577074333083,1.0105898031933622,3.566809559266079,3075,92,134,235,36,54,21.3,60.12,59.31,46,51.567588842125396
1,"2021-08-12",10,41,"VirtualRide",39,82.08,88.68,6.6,153,3928,189,37943.6,15.100330881442572,126.5604479511326,9.657190133044512,1.0112482235022706,9.733527790491868,2471,81,115,184,24,35,21.4,62.47,59.64,42,51.56583847851869
1,"2021-08-11",10,41,"VirtualRide",111,89.26,89.89,0.63,157,7511,174,46042.1,228.52877477554782,133.48942397232938,6.12441133795678,1.1155568141542924,6.400492433096289,3108,129,131,225,38,59,21.4,65.88,60.07,54,51.564088114911996
1,"2021-08-10",10,46,"VirtualRide",41,85.64,89.38,3.74,145,4689,182,33009.3,32.646569983961484,126.71921602045164,7.027439278085777,1.0308348834821994,7.079079538648433,3310,145,134,240,37,73,21.5,67.86,60.22,47,51.56233775130529
1,"2021-08-09",10,45,"Run",99,93.08,90.56,-2.52,156,3801,NULL,13860.8,22.6585455333883,146.64268836965084,3.6382777572116316,1.0043428627434854,3.652075385706953,3413,121,160,249,33,74,21.5,71.33,60.54,77,51.5605873876986
1,"2021-08-08",10,42,"Run",136,92.09,90.35,-1.74,161,4203,NULL,15508,7.118801993682063,153.03232707392442,3.683456141727467,1.0072325153107426,3.7078461037457355,3456,138,137,252,39,79,21.4,70.39,60.14,52,51.5588370240919
1,"2021-08-07",10,42,"VirtualRide",90,84.78,89.24,4.46,151,7611,171,57594.5,32.094531976879345,130.21674553101997,7.570228699735757,1.0491218998971246,7.700185584962951,3452,161,146,252,31,78,21.4,73.45,60.34,74,51.5570866604852
1,"2021-08-06",10,42,"VirtualRide",70,83.9,89.22,5.32,158,3871,171,35057.4,151.35113629230784,138.25103305785123,9.054622948292858,1.025610907798967,9.158781951677282,2928,119,171,201,32,84,21.4,73.36,60.0,86,51.5553362968785
1,"2021-08-05",10,43,"Swim",26,86.22,89.69,3.47,137,3638,NULL,2325,NULL,117.12084592145015,0.6378467436148321,1,0.6378467436148321,2908,124,143,207,28,89,21.2,71.25,59.37,79,51.5535859332718
1,"2021-08-04",10,42,"Swim",27,96.25,91.24,-5.01,134,4027,NULL,2750,NULL,116.31223628691983,0.679796470610712,1,0.679796470610712,3476,126,150,261,26,60,21.5,69.96,58.89,65,51.5518355696651
1,"2021-08-03",10,42,"Ride",128,107.79,92.81,-14.98,162,7738,164,64722.5,11.219974420838954,136.86700767263426,8.251061394344777,1.0096503552059188,8.280983770184289,3429,121,137,273,28,75,21.5,70.79,58.74,63,51.5500852060584
1,"2021-08-02",10,45,"Ride",138,104.42,91.95,-12.47,168,7722,177,63218.5,56.564115869592115,136.61556359875905,8.171122032097294,1.0371276999569372,8.307717909326657,2673,135,102,194,24,81,21.4,72.08,58.64,71,51.5483348424517
1,"2021-08-01",10,42,"Run",110,98.83,90.83,-8.0,154,4752,NULL,17146.9,16.374635572981607,144.06518117451063,3.5677009534877397,1.01898839319422,3.620866357039909,2982,133,96,231,31,82,21.5,72.26,58.34,68,51.546584478845
1,"2021-07-31",10,43,"VirtualRide",99,96.97,90.36,-6.61,160,7503,205,52634.5,411.98364603263843,132.1864429351445,7.009468637312565,1.2452390839398668,7.563157695758949,3513,167,117,266,36,86,21.5,72.97,58.1,69,51.5448341152383
1,"2021-07-30",10,40,"VirtualRide",97,96.63,90.15,-6.48,166,4374,212,43326.9,148.76373160320477,142.8473996350365,9.881979920909856,1.025393255738945,10.004681348164523,2935,160,100,215,38,80,21.3,73.64,57.84,86,51.5430837516316
1,"2021-07-29",10,40,"Swim",25,96.57,89.98,-6.59,132,3680,NULL,2475,NULL,116.45234862883518,0.6687754582054357,1,0.6687754582054357,2460,86,106,191,24,51,21.3,71.58,57.15,72,51.5413333880249
1,"2021-07-28",10,43,"Swim",38,108.49,91.56,-16.93,147,3719,NULL,2550,NULL,121.40381515314347,0.6817033805897933,1,0.6817033805897933,2904,113,141,213,33,50,21.4,71.51,56.79,63,51.5395830244182
1,"2021-07-27",10,43,"VirtualRide",173,120.23,92.87,-27.36,161,7521,182,42284.1,221.932606305931,143.56941489361702,5.6230319138834295,1.259210993386687,6.367293081150098,2652,135,117,191,41,65,21.5,72.92,56.63,73,51.5378326608115
1,"2021-07-26",10,41,"Run",135,111.44,90.92,-20.52,161,4727,NULL,16859.2,8.087597734154139,148.90323262201562,3.5609549936320346,1.0252770875682902,3.6391810297112115,2780,181,119,184,51,102,21.4,72.91,56.24,82,51.53608229720481
1,"2021-07-25",10,39,"VirtualRide",80,107.52,89.84,-17.68,173,4162,206,40835.9,11.341196220807522,139.46697093442228,9.809392261177251,1.00483998687013,9.837762918372288,3023,127,117,233,37,56,21.5,71.4,55.61,87,51.534331933598104
1,"2021-07-24",10,40,"VirtualRide",124,112.1,90.08,-22.02,152,7511,177,70725.5,10.913996512397484,136.659342122786,9.41851112724962,1.0061615818390395,9.44901325056566,2851,202,132,176,39,83,21.8,68.8,54.84,74,51.53258156999141
1,"2021-07-23",10,40,"VirtualRide",116,110.12,89.25,-20.87,165,7716,187,74241.1,11.075369811753406,135.21593563457046,9.632766680311931,1.0057751608191192,9.662705005893374,2417,158,118,143,26,60,21.8,67.93,54.38,92,51.530831206384704
1,"2021-07-22",10,39,"Run",116,109.14,88.6,-20.54,180,4011,NULL,14444.5,17.441861629723434,148.19163763066203,3.5932553443796245,1.0302075432503663,3.679733520338113,2944,224,132,171,40,107,21.7,63.92,53.46,68,51.52908084277801
1,"2021-07-21",10,37,"VirtualRide",112,108.0,87.94,-20.06,160,7622,189,60437.7,186.4036474555723,135.26659669378117,7.9289425437108205,1.0764036734265372,8.159446356176113,2580,191,112,151,31,80,21.8,63.24,53.1,82,51.527330479171304
1,"2021-07-20",10,36,"VirtualRide",128,107.34,87.35,-19.99,158,9361,181,86371.5,154.96064504639298,133.7041426436045,9.220926759220038,1.0247479528490442,9.33453015910711,2726,216,128,155,47,86,21.7,60.12,52.4,67,51.52558011556461
1,"2021-07-19",10,42,"VirtualRide",72,103.89,86.36,-17.53,157,3985,178,37455.5,14.85619669587422,137.5057701956849,9.396412447745394,1.0105021306733084,9.461495321293208,2895,194,122,184,45,72,21.7,58.97,52.04,63,51.523829751957905
1,"2021-07-18",10,43,"VirtualRide",78,109.21,86.71,-22.5,169,5783,178,54622.6,15.32233749022952,133.3442254495159,9.443447446231607,1.009404729919831,9.508237085821559,3165,207,129,207,57,104,21.7,58.3,51.78,61,51.52207938835121
1,"2021-07-17",10,47,"VirtualRide",200,114.4,86.92,-27.48,164,7298,184,57741.3,181.17613376900175,147.0594602000274,7.911193319648026,1.0764730783395708,8.131254387054737,2173,142,74,149,36,67,21.7,57.85,51.55,58,51.520329024744505
1,"2021-07-16",10,50,"Run",136,100.14,84.16,-15.98,164,3893,NULL,14220.1,9.51407369040906,155.0532241555783,3.6373848482974047,1.0191482229992674,3.7017943569327008,2665,161,136,183,32,64,21.8,57.82,51.39,46,51.51857866113781
1,"2021-07-15",10,46,"Run",90,94.17,82.9,-11.27,160,3467,NULL,12670.5,13.607371428898402,146.80657142857143,3.6197714252301623,1.014887374534884,3.6747714451963884,2314,189,123,131,21,41,21.7,59.79,51.53,67,51.516828297531106
1,"2021-07-14",10,42,"Swim",27,94.87,82.73,-12.14,138,4070,NULL,2850,NULL,116.69727473606679,0.6951387119844187,1,0.6951387119844187,2509,182,123,151,39,58,21.9,58.59,51.15,56,51.51507793392441
1,"2021-07-13",10,47,"Ride",147,106.17,84.08,-22.09,158,11147,NULL,69806.5,17.274197017827795,132.34747891620313,6.261726184202154,1.0140403636297999,6.287413235734822,3378,234,140,222,50,93,21.9,59.02,51.03,63,51.51332757031771
1,"2021-07-12",10,42,"Run",109,99.37,82.55,-16.82,156,4611,NULL,16530,16.684633677737978,144.50313377998702,3.570564077772975,1.0085037702578097,3.598493078454273,3147,227,143,194,47,95,21.8,58.36,50.74,86,51.51157720671101
1,"2021-07-11",10,41,NULL,0,97.77,81.91,-15.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2608,149,162,141,14,23,21.8,53.75,49.88,19,51.509826843104314
1,"2021-07-10",10,49,"Run",136,114.05,83.9,-30.15,172,4730,NULL,12582,1475.7296020404713,149.83910472972974,2.655827700399567,1.1912707215009564,3.0263502997196854,3473,356,116,79,24,62,21.8,59.54,50.63,48,51.50807647949761
1,"2021-07-09",10,44,"VirtualRide",114,110.4,82.63,-27.77,163,5087,200,52818.2,10.989504691573599,143.1128144654088,10.380955187709263,1.0058178837290639,10.414865187570626,2121,192,78,115,8,58,21.8,61.46,50.69,64,51.506326115890914
1,"2021-07-08",10,44,"Ride",173,109.8,81.87,-27.93,158,9978,169,83771.8,23.467318920458197,137.35705109200515,8.278229080923273,1.0101259430522203,8.311556828829335,2937,243,112,151,29,95,21.8,61.04,50.37,82,51.50457575228421
1,"2021-07-07",10,42,"Swim",28,99.27,79.65,-19.62,149,3892,NULL,2700,NULL,118.13251155624037,0.6903441112658796,1,0.6903441112658796,2648,210,105,126,13,82,22,57.55,49.6,52,51.502825388677515
1,"2021-07-06",10,45,"Ride",295,111.14,80.9,-30.24,168,10043,172,84771.4,16.726901377251444,148.85625364715037,8.244388249517067,1.0096843888441658,8.270405233033044,2541,231,105,135,19,90,21.9,58.48,49.54,74,51.50107502507081
1,"2021-07-05",10,44,NULL,0,80.51,75.69,-4.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2989,226,108,175,14,94,22,55.89,48.94,41,51.499324661464115
1,"2021-07-04",10,52,"Run",123,93.92,77.53,-16.39,169,4176,NULL,10267.7,1493.3716778984394,150.02120640904806,2.41830819511995,1.2152471118980885,2.7909691427082977,3537,396,130,120,18,45,21.9,58.37,49.14,45,51.49757429785741
1,"2021-07-03",10,45,"Run",139,89.08,76.42,-12.66,170,4438,NULL,12712.5,1482.0641317702327,151.59113411341133,2.8582358208495844,1.217143370251703,3.29864376138665,2778,275,127,105,22,96,21.9,60.6,49.24,63,51.495823934250716
1,"2021-07-02",10,42,"VirtualRide",113,80.77,74.9,-5.87,177,4183,201,40973.2,15.369882700059128,147.6835049078286,9.807493426661999,1.0092884912336002,9.866619288009362,2527,158,124,151,12,79,21.9,60.2,48.9,81,51.49407357064402
1,"2021-07-01",10,41,"Swim",32,75.4,73.97,-1.43,136,3641,NULL,2500,NULL,119.80785067252265,0.6891298321984052,1,0.6891298321984052,2737,182,106,154,9,26,21.9,56.73,48.12,63,51.492323207037316
1,"2021-06-30",10,40,"Swim",21,82.62,74.99,-7.63,134,3782,NULL,2600,NULL,114.41094080338266,0.6895877322119053,1,0.6895877322119053,1938,134,83,116,6,55,22.1,55.69,47.76,41,51.49057284343062
1,"2021-06-29",10,44,"Ride",102,92.89,76.31,-16.58,154,7693,167,64976.4,18.275803788669958,132.46445497630333,8.322518251376305,1.0087012127965493,8.354219678588025,2715,310,84,138,35,120,22,58.13,47.92,47,51.48882247982392
1,"2021-06-28",10,45,"Ride",205,91.37,75.68,-15.69,164,9995,172,84047.1,20.275585106657118,140.80920269734233,8.334063870669038,1.0070964201868116,8.359150818042746,2975,247,117,179,28,56,22.1,59.99,47.95,76,51.48707211621722
1,"2021-06-27",10,45,"Run",104,72.44,72.53,0.09,170,4636,NULL,12438.8,1481.8027126152112,144.00645855758881,2.6764693205271906,1.217951091733239,3.0886326185870505,2438,283,98,103,14,140,22.2,57.32,47.26,57,51.48532175261052
1,"2021-06-26",10,49,"Run",91,67.19,71.76,4.57,167,4565,NULL,12489,1462.3099381535358,142.4715411558669,2.733712781949748,1.2304622593627088,3.1863089255993193,2188,148,123,91,15,37,22.2,57.37,47.02,46,51.48357138900382
1,"2021-06-25",10,42,NULL,0,63.22,71.29,8.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3085,311,86,169,17,136,22.2,59.27,47.05,67,51.48182102539712
1,"2021-06-24",10,41,"VirtualRide",27,73.75,73.03,-0.72,147,3974,181,39198.9,11.139622609915223,122.76805031446541,9.861056604205437,1.0056482878148276,9.891329381548047,2795,254,112,153,18,45,22.2,57.98,46.56,58,51.48007066179042
1,"2021-06-23",10,44,"VirtualRide",41,81.54,74.15,-7.39,167,3856,201,37414.4,11.108478061791093,128.21285973554575,9.701063007525839,1.0060056274298506,9.730327880906712,3172,327,75,183,27,133,22.2,57.97,46.28,63,51.47832029818372
1,"2021-06-22",10,45,"Ride",95,88.29,74.96,-13.33,168,7595,176,64714.7,20.881568010350996,131.24818276220145,8.400778820191782,1.0083849011646489,8.43598340522755,2705,368,66,94,30,49,22.3,57.14,45.88,56,51.47656993457702
1,"2021-06-21",10,46,"Ride",130,87.18,74.47,-12.71,165,10637,175,84912.2,48.05984813601318,130.6782600543733,7.957260718152697,1.0436615405132639,8.11583957456757,3254,318,119,173,42,120,22.4,57.33,45.63,47,51.47481957097032
1,"2021-06-20",10,45,"VirtualRide",84,80.04,73.12,-6.92,160,3880,187,36636.6,155.63040480580534,142.36279309456324,9.439860858958088,1.0248537747065547,9.57801606100528,3537,382,146,151,35,101,22.2,59.05,45.6,69,51.47306920736362
1,"2021-06-19",10,41,"Ride",120,79.38,72.85,-6.53,170,6469,186,52450.5,56.6619872632486,137.170161045275,7.968277122356751,1.054394898526395,8.119035860997643,2240,182,130,143,27,63,22.2,57.39,45.03,53,51.471318843756926
1,"2021-06-18",10,41,"VirtualRide",85,72.62,71.7,-0.92,159,5654,197,56088.2,13.621149357223173,134.1126436781609,9.918709115008145,1.0010212729063754,9.925747274660015,2733,161,88,178,19,50,22.2,58.12,44.83,51,51.46956848015022
1,"2021-06-17",10,39,"VirtualRide",72,70.56,71.38,0.82,156,5131,191,50759.9,13.642628643888393,133.43408736349454,9.898381452636965,1.001156396500801,9.906425424709541,3106,349,103,66,30,106,22.5,59.31,44.68,72,51.467818116543526
1,"2021-06-16",10,44,NULL,0,70.32,71.36,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3101,321,114,154,25,122,22.3,57.19,44.02,56,51.46606775293682
1,"2021-06-15",10,44,"Ride",96,82.03,73.1,-8.93,150,7302,NULL,48742.1,19.39756897029184,133.09478284621687,6.656500955852809,1.0051137438061866,6.67189668672912,3369,233,126,195,32,101,22.3,57.39,43.72,64,51.46431738933013
1,"2021-06-14",10,40,"Ride",90,79.7,72.54,-7.16,166,6951,178,55368.9,51.318410092251405,129.24909344490933,7.722022321536576,1.0361363747916141,7.847425290270519,2875,284,98,145,19,80,22.3,56.29,43.23,77,51.46256702572342
1,"2021-06-13",10,40,"Ride",127,77.99,72.12,-5.87,172,7922,175,64683.9,16.568004958662108,135.6454770755886,8.015390341457492,1.0167344729487466,8.053527088978239,2156,198,114,101,22,118,22.3,52.84,42.41,61,51.46081666211673
1,"2021-06-12",10,43,"VirtualRide",90,69.82,70.78,0.96,146,7476,184,71004.3,25.379537230110653,131.85943560251437,9.496750025522331,1.0214455698799603,9.611662915353316,2711,299,166,100,21,73,22.4,51.48,41.95,37,51.459066298510024
1,"2021-06-11",10,45,"Ride",80,66.46,70.31,3.85,167,5579,169,43145.4,44.78903721590236,132.9407940969782,7.579427276626072,1.0446154508001522,7.699460535587747,3496,356,203,197,20,83,22.4,53.89,42.07,58,51.45731593490333
1,"2021-06-10",10,43,"Run",74,64.21,70.08,5.87,151,3625,NULL,12699.3,13.815842138344,141.308732089754,3.4307110028638004,1.0214865099359351,3.4963615733983606,2580,206,157,176,23,103,22.2,53.2,41.68,50,51.455565571296624
